ID,Label
2998,9
2999,15
3000,15
3001,4
3002,4
3003,18
3004,6
3005,11
3006,11
3007,10
3008,10
3009,26
3010,26
3011,9
3012,28
3013,2
3014,8
3015,24
3016,28
3017,17
3018,17
3019,15
3020,15
3021,6
3022,26
3023,22
3024,22
3025,15
3026,15
3027,2
3028,2
3029,8
3030,15
3031,20
3032,19
3033,29
3034,29
3035,11
3036,21
3037,22
3038,6
3039,12
3040,12
3041,4
3042,5
3043,23
3044,4
3045,10
3046,12
3047,3
3048,8
3049,26
3050,26
3051,1
3052,1
3053,10
3054,22
3055,16
3056,16
3057,2
3058,2
3059,9
3060,26
3061,17
3062,17
3063,7
3064,2
3065,15
3066,15
3067,12
3068,28
3069,23
3070,4
3071,2
3072,2
3073,16
3074,16
3075,17
3076,17
3077,28
3078,28
3079,1
3080,1
3081,17
3082,17
3083,12
3084,12
3085,19
3086,23
3087,3
3088,10
3089,1
3090,1
3091,7
3092,7
3093,3
3094,3
3095,9
3096,9
3097,15
3098,22
3099,26
3100,26
3101,23
3102,16
3103,27
3104,24
3105,6
3106,6
3107,18
3108,18
3109,25
3110,22
3111,10
3112,12
3113,26
3114,26
3115,26
3116,26
3117,17
3118,17
3119,5
3120,3
3121,15
3122,15
3123,23
3124,23
3125,17
3126,17
3127,21
3128,21
3129,11
3130,11
3131,24
3132,14
3133,3
3134,19
3135,3
3136,9
3137,1
3138,1
3139,2
3140,2
3141,4
3142,4
3143,21
3144,21
3145,15
3146,15
3147,10
3148,10
3149,21
3150,21
3151,17
3152,17
3153,11
3154,11
3155,15
3156,15
3157,2
3158,10
3159,26
3160,2
3161,29
3162,13
3163,23
3164,23
3165,4
3166,5
3167,26
3168,26
3169,10
3170,15
3171,15
3172,15
3173,6
3174,6
3175,18
3176,18
3177,10
3178,10
3179,26
3180,26
3181,13
3182,19
3183,5
3184,5
3185,13
3186,12
3187,8
3188,5
3189,11
3190,11
3191,4
3192,18
3193,14
3194,19
3195,4
3196,5
3197,11
3198,11
3199,23
3200,21
3201,4
3202,4
3203,6
3204,2
3205,12
3206,10
3207,3
3208,19
3209,28
3210,28
3211,23
3212,23
3213,2
3214,8
3215,17
3216,17
3217,5
3218,13
3219,6
3220,20
3221,7
3222,8
3223,17
3224,27
3225,21
3226,11
3227,13
3228,19
3229,24
3230,24
3231,23
3232,23
3233,11
3234,20
3235,22
3236,2
3237,13
3238,10
3239,21
3240,21
3241,28
3242,28
3243,16
3244,16
3245,8
3246,10
3247,17
3248,17
3249,21
3250,4
3251,18
3252,2
3253,22
3254,22
3255,15
3256,15
3257,16
3258,2
3259,23
3260,23
3261,18
3262,18
3263,29
3264,26
3265,23
3266,26
3267,26
3268,26
3269,1
3270,1
3271,3
3272,24
3273,26
3274,26
3275,14
3276,23
3277,15
3278,15
3279,19
3280,19
3281,10
3282,10
3283,8
3284,8
3285,12
3286,12
3287,19
3288,8
3289,23
3290,23
3291,23
3292,21
3293,8
3294,8
3295,5
3296,4
3297,13
3298,11
3299,3
3300,3
3301,27
3302,27
3303,19
3304,20
3305,10
3306,10
3307,1
3308,1
3309,6
3310,6
3311,6
3312,15
3313,15
3314,6
3315,9
3316,9
3317,21
3318,21
3319,10
3320,10
3321,3
3322,13
3323,15
3324,15
3325,5
3326,5
3327,16
3328,16
3329,9
3330,9
3331,24
3332,2
3333,28
3334,26
3335,5
3336,5
3337,23
3338,8
3339,21
3340,21
3341,15
3342,15
3343,28
3344,28
3345,3
3346,3
3347,22
3348,22
3349,21
3350,11
3351,23
3352,23
3353,16
3354,16
3355,27
3356,1
3357,1
3358,1
3359,4
3360,4
3361,26
3362,22
3363,1
3364,1
3365,4
3366,4
3367,27
3368,27
3369,19
3370,19
3371,5
3372,5
3373,29
3374,6
3375,19
3376,19
3377,1
3378,1
3379,18
3380,18
3381,4
3382,4
3383,8
3384,6
3385,3
3386,15
3387,12
3388,10
3389,18
3390,15
3391,23
3392,29
3393,25
3394,8
3395,19
3396,19
3397,20
3398,18
3399,9
3400,15
3401,22
3402,22
3403,18
3404,19
3405,7
3406,6
3407,2
3408,7
3409,1
3410,1
3411,17
3412,17
3413,18
3414,18
3415,28
3416,7
3417,14
3418,14
3419,15
3420,15
3421,25
3422,8
3423,26
3424,26
3425,20
3426,18
3427,8
3428,2
3429,15
3430,15
3431,19
3432,19
3433,13
3434,13
3435,9
3436,9
3437,21
3438,11
3439,10
3440,10
3441,2
3442,8
3443,18
3444,18
3445,17
3446,17
3447,9
3448,9
3449,26
3450,29
3451,20
3452,7
3453,23
3454,23
3455,6
3456,2
3457,17
3458,17
3459,22
3460,22
